"[98, 43.18213992270621]","[96, 40.857374408933744]","[97, 39.341143977016124]","[9, 38.16745305841657]","[95, 36.0412693115354]","[963, 35.5030635731038]","[919, 34.49068184123399]","[969, 34.07325398526336]","[91, 34.00337106957329]","[92, 33.63820244448694]"
"[98, 35.30505701342778]","[96, 35.19192749573654]","[919, 27.223538638809316]","[9, 26.99941863327382]","[95, 26.820356410321033]","[97, 26.79865289819873]","[969, 26.568544499653456]","[93, 26.44153804956304]","[91, 25.99227238075017]","[924, 25.934925177813973]"
"[98, 61.58066973927592]","[9, 56.09660234334413]","[96, 55.107478041240824]","[97, 53.27576644891698]","[919, 51.535620700973574]","[91, 51.27529819607271]","[95, 50.54682931937607]","[963, 50.49022238609293]","[969, 49.90809722619179]","[99, 49.73197892647176]"
"[902, 31.561209610117142]","[9, 31.158834232856975]","[937, 29.517577362225982]","[98, 28.808688144480524]","[900, 27.761612395409077]","[96, 25.458975685041526]","[984, 22.42803630755381]","[95, 21.812457733702644]","[93, 21.688291954249877]","[988, 21.266663704518727]"
"[98, 25.43328290849933]","[9, 23.151084522980195]","[97, 22.773814907153522]","[96, 22.751083646569104]","[99, 20.883734596094225]","[95, 19.894069831900048]","[91, 19.574295640939898]","[969, 19.215468467866238]","[963, 18.815335675227608]","[919, 18.40306988806224]"
"[98, 33.18951666338581]","[9, 29.847772892435977]","[96, 29.76341084286619]","[924, 28.735079522446938]","[95, 27.665054867524884]","[93, 27.360009952936608]","[993, 26.665406824035628]","[919, 25.557126701974198]","[928, 23.855932354285144]","[97, 23.364322668906013]"
"[98, 42.217514980706305]","[9, 39.63786421660326]","[93, 38.45280995378657]","[924, 37.40047051144453]","[96, 35.94346672250124]","[919, 33.668391299479616]","[928, 32.44993125689675]","[95, 32.20617902523796]","[97, 30.356613030187912]","[926, 29.522730060095018]"
"[902, 20.739053010461138]","[937, 18.572765637242277]","[9, 17.815308781934036]","[98, 17.8002665675479]","[96, 16.95295324310706]","[900, 15.767128389696563]","[984, 14.945342879828097]","[95, 14.450746947439297]","[989, 13.18776446263493]","[988, 13.038938448986398]"
"[9, 25.67822833225513]","[98, 23.877357687888107]","[900, 20.659861641016555]","[93, 20.118684678361994]","[96, 19.02035471812016]","[937, 18.252452749375852]","[919, 18.157386261833253]","[902, 17.684140562266943]","[924, 17.492843826522936]","[990, 16.3115474186578]"
"[98, 66.32099944179065]","[96, 60.7967752435916]","[95, 55.52655343234387]","[97, 53.84087017328112]","[969, 50.89169066083155]","[919, 50.56235098506499]","[9, 50.39661345613428]","[92, 50.02917631257006]","[91, 49.48781630937273]","[99, 47.73668420340287]"
"[98, 34.24450842807903]","[9, 30.251905753173872]","[97, 28.830190514873795]","[96, 28.76433872951745]","[99, 28.262532299354074]","[963, 25.51330397907609]","[91, 25.07015802864509]","[95, 24.856051509877922]","[969, 24.51880644706809]","[92, 23.935328643543578]"
"[98, 36.12119578674227]","[9, 32.788366760272694]","[96, 31.983422679599002]","[97, 30.453737117921694]","[99, 30.075501876824937]","[91, 29.492054367017833]","[95, 29.27704769847879]","[969, 29.065329552021634]","[963, 28.42114402739683]","[919, 28.38431651975917]"
"[98, 62.87565037035712]","[9, 56.606341769428]","[97, 55.177831516017186]","[96, 54.344896832582734]","[99, 54.130553834542816]","[963, 52.07814069368728]","[92, 51.62377314272136]","[91, 50.99828976866431]","[969, 49.71543555986215]","[919, 49.31360896237779]"
"[98, 44.7202129573264]","[9, 40.933635914841766]","[93, 40.55465174117687]","[924, 38.91575544861671]","[96, 36.58435295451025]","[919, 36.30907219586931]","[95, 32.86782075516448]","[928, 32.56106257794691]","[97, 31.9734640569767]","[926, 31.496029234001004]"
"[98, 42.91379118279927]","[93, 41.39914328558627]","[9, 41.144768254811375]","[96, 37.41141847808529]","[919, 36.92530329968327]","[924, 33.94855579677213]","[902, 30.043595776690754]","[95, 29.765461636528464]","[937, 29.089114084628207]","[993, 29.000243377165564]"
"[98, 52.99581189327441]","[9, 51.21658254633435]","[96, 48.86381198364943]","[97, 47.438742267580956]","[963, 45.382234495243495]","[99, 45.251326425629905]","[91, 44.98804337763393]","[919, 43.58946772155587]","[92, 42.349820890391236]","[969, 41.959567028513696]"
"[98, 37.337057395705365]","[96, 35.43169818635291]","[97, 35.16169617380525]","[99, 33.088570026797676]","[969, 32.09373839466132]","[9, 31.85189942491557]","[95, 31.521248821672664]","[91, 30.854061435244976]","[92, 28.90693456437501]","[963, 28.829249981274764]"
"[9, 33.82917256406647]","[937, 32.561540076222556]","[98, 31.687564844207618]","[902, 30.06951699859369]","[96, 26.311475816769175]","[93, 25.504514016694003]","[900, 25.140823781487708]","[984, 23.429927068218294]","[919, 22.019496760832926]","[989, 21.674431173162073]"
"[98, 37.124891044998726]","[9, 31.534796068533545]","[97, 31.26152295599885]","[96, 29.1956700577525]","[95, 28.991361000653416]","[99, 28.526763381255904]","[963, 27.654173230687203]","[969, 27.079231110183457]","[92, 26.831037589523017]","[91, 25.797798237374618]"
"[9, 24.994138009063477]","[937, 22.62977362258832]","[902, 21.919373936595687]","[98, 21.421878260443005]","[96, 20.685658662030203]","[900, 19.341232016061014]","[988, 17.041150769458724]","[93, 16.52731740030163]","[990, 16.417845211872418]","[989, 16.178266283439275]"
"[98, 50.99099587485215]","[96, 46.912587831930544]","[97, 42.66366979416038]","[9, 41.06325980298472]","[92, 39.60395784527138]","[969, 39.59859363850778]","[91, 39.29924210012712]","[95, 39.149303211619426]","[99, 38.305144531555]","[93, 37.414100567524144]"
"[98, 66.41414158338031]","[96, 59.90342268857253]","[97, 59.006333990782515]","[9, 55.425621892108836]","[95, 52.94234908609793]","[99, 52.67798171217822]","[963, 52.674348939431816]","[92, 52.082185460715216]","[969, 51.74599803031668]","[93, 48.16978968819033]"
"[98, 44.41360269940288]","[93, 39.00008012868034]","[96, 38.98460904173148]","[924, 38.34357698431124]","[9, 37.165007616107424]","[919, 34.11774651896185]","[928, 34.003515733817885]","[95, 32.88466354769015]","[926, 30.784533949754003]","[97, 30.249406131252]"
"[98, 59.14406733564011]","[9, 54.65098931030624]","[97, 52.156202582601686]","[99, 50.05405514811274]","[96, 49.20479446856044]","[963, 48.48036901996371]","[92, 47.38733063171179]","[93, 46.45547917807784]","[956, 45.84286513479885]","[923, 45.3169203599256]"
"[98, 59.42020311777636]","[96, 53.097518311458686]","[97, 51.66965826014081]","[99, 48.619384738326616]","[969, 48.56132596475735]","[9, 47.56087242926068]","[91, 46.380845484186906]","[95, 45.998065120817216]","[919, 42.834411969832715]","[92, 41.816845555587754]"
"[98, 63.94840667135008]","[9, 61.5068275250297]","[96, 59.48861596627487]","[97, 58.13588356590696]","[99, 56.7255477947525]","[93, 55.406820406666476]","[963, 54.770146743587446]","[92, 54.383618907518176]","[91, 53.040851393748326]","[919, 51.91594173158085]"
"[98, 54.932133058486535]","[97, 54.400416770472305]","[96, 52.766185916649206]","[95, 50.25855224143461]","[9, 49.87354569015916]","[969, 47.12024714999078]","[99, 46.877509995293714]","[92, 44.624745103221684]","[963, 44.21324993597514]","[919, 42.6439756865396]"
"[9, 34.808733760413894]","[98, 33.06423650900134]","[97, 31.100211276888718]","[963, 29.367350602648695]","[96, 28.930721093440535]","[99, 28.41094959343012]","[956, 27.79405869959443]","[923, 27.375607732971485]","[93, 26.288277327668865]","[945, 25.857661412979407]"
"[98, 46.449033208568196]","[93, 43.864807148856706]","[9, 41.26794155528805]","[96, 39.767751900612886]","[919, 39.42903551906451]","[924, 39.081968765983675]","[95, 36.28513671402929]","[97, 33.231034574209886]","[993, 32.12493613476161]","[928, 31.936935147851607]"
"[96, 47.9393654526418]","[95, 45.26824119764322]","[98, 44.66034881111365]","[97, 42.60302690000532]","[969, 41.13985134409246]","[91, 40.74329941070437]","[99, 39.05077971008057]","[94, 36.23995040083494]","[9, 35.50018355627028]","[928, 33.5474550476806]"
"[98, 52.722438886912144]","[96, 47.47304481923559]","[9, 47.20842085180526]","[97, 44.82903841376639]","[95, 43.59917096480009]","[99, 42.9989833181655]","[92, 42.78208065237558]","[959, 41.88462555741438]","[969, 41.87731537397104]","[91, 41.85569492403314]"
"[98, 54.04131384584312]","[9, 47.69123029565456]","[97, 47.474340369838224]","[96, 46.94802133077255]","[963, 45.812697560753875]","[919, 45.642721936912906]","[92, 45.26024481754677]","[99, 44.90630539918693]","[969, 44.51820571142757]","[95, 44.18348174446604]"
"[9, 31.999422437704084]","[902, 30.469080450867928]","[937, 30.10279537574284]","[98, 28.29755512921779]","[96, 25.34190110647254]","[900, 25.143023096851735]","[984, 22.726934665783688]","[93, 22.476471713494593]","[97, 21.01415182954123]","[95, 20.782890300904253]"
"[98, 62.28100618668393]","[96, 59.322046726771404]","[97, 51.66034161224674]","[95, 51.220994200854506]","[99, 50.30060658882324]","[91, 48.92601965480045]","[9, 47.926948216397086]","[969, 47.55046937868861]","[92, 47.45620732862995]","[94, 44.20271869023304]"
"[98, 35.89231456727178]","[96, 31.02120258893302]","[95, 26.64470204750998]","[93, 25.66081749354342]","[97, 24.030132984131956]","[9, 23.666524976187482]","[919, 23.40690339676423]","[91, 23.34533900297746]","[92, 22.91400329239472]","[993, 21.92910784508461]"
"[902, 29.59402837185982]","[900, 28.13301962342037]","[9, 27.91883262097465]","[937, 25.61943267363855]","[98, 24.2703615870447]","[96, 23.184894430799122]","[93, 21.6079221816666]","[95, 19.750923225985492]","[919, 18.98119525023572]","[97, 18.701156783931786]"
"[98, 50.91093622926899]","[96, 46.195393257061085]","[9, 45.325058326681024]","[93, 43.017556149372]","[924, 42.301202968885654]","[919, 39.29361502640013]","[97, 38.54523262332745]","[95, 37.33414401241071]","[963, 35.41035268013753]","[92, 35.14666089775668]"
"[98, 38.438318650194645]","[96, 32.425912656026114]","[9, 31.755336810284437]","[93, 30.104681278826924]","[924, 29.644172154060886]","[928, 29.29399050226184]","[993, 27.83312464133005]","[95, 27.69535663427541]","[919, 27.554122193269166]","[97, 27.143700193104987]"
"[98, 34.63213411118819]","[96, 31.558129203738734]","[9, 31.117237439487198]","[993, 30.827278520185697]","[95, 30.017188046260518]","[93, 29.404814546458525]","[924, 29.35853459566364]","[919, 26.67360981152173]","[97, 24.822935804119275]","[928, 24.71819641163668]"
"[98, 69.80856968133175]","[96, 60.55173783906999]","[95, 54.05103111861959]","[9, 53.23906532553864]","[97, 53.18092571590054]","[92, 53.15309901472568]","[91, 50.853208224921396]","[99, 50.76613854211223]","[969, 50.33308565159708]","[93, 50.12687885179345]"
"[98, 48.61097043709728]","[924, 42.69012049513682]","[96, 42.3977242819162]","[9, 41.41674341916146]","[93, 40.159358166664376]","[928, 37.12511030267614]","[926, 36.93574152477955]","[95, 36.839147138644876]","[919, 36.678119964236025]","[993, 35.382436118557735]"
"[98, 47.57993420864279]","[97, 45.64606863150871]","[9, 42.85187018732291]","[99, 40.547051280200385]","[96, 39.96593675640244]","[945, 37.43854059070725]","[923, 36.13839997692581]","[91, 35.927868396223175]","[963, 35.32806949588739]","[969, 34.98880925680609]"
"[98, 59.80042024875921]","[96, 52.74090770320678]","[95, 50.43907424181365]","[97, 49.25654846065919]","[9, 46.833611138505425]","[969, 44.42715592929398]","[99, 44.25813069262562]","[963, 41.288195087088916]","[91, 41.12983031832349]","[92, 40.58767492214773]"
"[98, 37.80092096373233]","[96, 33.73502444717607]","[93, 33.522184477744815]","[919, 30.984690608166122]","[9, 30.461115204729914]","[97, 29.990975494666536]","[924, 29.320091778926056]","[95, 28.724032934942965]","[92, 27.803021149169492]","[91, 27.752407843976183]"
"[98, 33.171817919295464]","[9, 30.796430018478716]","[97, 30.787370517234642]","[99, 27.79857102838071]","[96, 27.713390463518344]","[923, 27.519878766221236]","[963, 26.63865824843425]","[92, 24.50978787564564]","[93, 23.810075766863278]","[919, 23.478533051612157]"
"[98, 28.07769179866822]","[9, 26.093254071584774]","[96, 25.46499657505116]","[93, 24.09823543468469]","[919, 22.51915431898981]","[902, 22.11941048030538]","[95, 21.724076279729875]","[900, 21.519785264910393]","[97, 21.11786192687021]","[99, 20.83528725009042]"
"[9, 37.44550337396245]","[93, 26.984889316496886]","[98, 26.55623309476505]","[96, 21.440527898215255]","[936, 21.378019743737568]","[919, 21.195206239371696]","[95, 18.69672872329069]","[924, 18.594095278572745]","[923, 17.645261519524222]","[97, 17.52521608841645]"
"[98, 39.46260059026912]","[97, 36.54580912515906]","[96, 35.568941140649756]","[9, 35.285075772815475]","[99, 32.6864706653525]","[969, 31.7959402393563]","[963, 31.555350746726504]","[92, 31.083349746876664]","[91, 30.218010661504792]","[919, 29.762249563197646]"
"[98, 40.92266912405303]","[93, 38.12855737034101]","[9, 37.7389241265838]","[96, 37.31955406817228]","[97, 34.545662983658154]","[919, 34.4045144062346]","[963, 32.866374377965165]","[91, 32.28639446126159]","[95, 32.218799137299335]","[969, 31.951994720241085]"
"[98, 67.94870102434503]","[97, 61.313544156156475]","[9, 61.19359938834731]","[96, 59.464518218996545]","[92, 54.87824287012757]","[963, 53.96508895824276]","[919, 53.938161670267284]","[99, 53.778753827577574]","[91, 53.61521219670194]","[95, 53.027468463092134]"
"[98, 46.88238274399212]","[96, 41.701831079320584]","[97, 41.04966786294243]","[969, 38.66151775171804]","[99, 38.527623542864454]","[9, 38.26627591030225]","[95, 37.94778495385301]","[91, 37.480284808458386]","[963, 34.312162331794426]","[919, 32.3100193700454]"
"[96, 26.909815705781504]","[98, 26.89194285900391]","[95, 23.58422237768549]","[97, 22.354633682119204]","[969, 21.246875226964963]","[9, 21.206336704068843]","[91, 20.80914801532791]","[99, 19.870680803579955]","[924, 19.167428531841757]","[90, 19.072438289749464]"
"[98, 31.673512248071223]","[96, 30.03429610208678]","[93, 27.134610169359497]","[924, 26.80537443921003]","[9, 26.358214970293055]","[919, 25.05372856576417]","[95, 22.95046948676282]","[97, 22.84992424049097]","[993, 22.147313815551072]","[928, 21.0708950367627]"
"[923, 24.297935913052537]","[98, 23.4976126453414]","[9, 23.258291187355983]","[971, 21.129582013125805]","[97, 20.7398633365546]","[921, 19.256121800848884]","[99, 17.679236621493047]","[96, 17.565140596310755]","[919, 16.851011080656612]","[93, 16.84507357039947]"
"[98, 56.28998246108133]","[97, 48.67897722121773]","[9, 47.90674413836633]","[96, 47.211158044999934]","[95, 45.674481443307194]","[99, 45.55584011521699]","[969, 44.51498673075527]","[91, 43.349743673146754]","[963, 42.21428962431365]","[92, 41.8347708906878]"
"[98, 53.45353297679498]","[9, 49.18924577518281]","[97, 47.126429719540646]","[99, 45.596654118330946]","[96, 44.05951084906733]","[963, 41.69084625373097]","[945, 41.27482892460121]","[91, 41.06377749149266]","[919, 40.48083844477143]","[92, 39.881734548686]"
"[98, 38.28778180801291]","[9, 35.162203543149964]","[97, 34.08212979113213]","[99, 32.70563331475517]","[923, 29.994671633988297]","[96, 29.871305692383846]","[945, 28.37655812332019]","[95, 27.594035377924147]","[963, 26.977664687983896]","[91, 26.81986652559616]"
"[98, 49.14365639039696]","[93, 46.39148518011357]","[9, 45.29934376023457]","[919, 41.4132552009254]","[924, 39.926651663105304]","[96, 39.84022113988116]","[95, 35.58519519442465]","[928, 34.155852242018995]","[993, 33.49702381811808]","[97, 32.599411840965146]"
"[9, 31.36503164330162]","[937, 28.584460044524295]","[98, 26.985580981592797]","[902, 26.7507074023674]","[900, 23.87212703904866]","[93, 23.729436500850866]","[96, 22.232241825856924]","[919, 20.075512238685]","[984, 19.3967742969636]","[988, 19.32312710824473]"
"[98, 26.56736556073442]","[9, 24.44373726912487]","[97, 22.42689732600701]","[96, 21.95859608708121]","[99, 21.243539420692763]","[963, 20.118271378169652]","[95, 19.83345227878909]","[91, 19.467715600743038]","[92, 19.0589196521926]","[93, 18.86536334114281]"
"[9, 33.1803314607817]","[93, 25.49298392698587]","[98, 24.731137167172914]","[924, 21.863263017866085]","[919, 20.289694953319653]","[96, 20.08191109003816]","[95, 18.222977224817164]","[97, 16.60877557380657]","[936, 16.257792573559925]","[928, 15.885922526654113]"
"[98, 39.78000687549861]","[9, 35.88436201571643]","[97, 35.422067903722784]","[96, 33.32546501248112]","[99, 31.739927386979407]","[963, 31.02027661784623]","[945, 29.690785097302747]","[91, 29.608910118680186]","[923, 29.264645721585232]","[969, 28.852188076770645]"
"[900, 34.74688649371648]","[9, 34.324910314864454]","[902, 33.66636948658799]","[937, 30.203154386969153]","[98, 27.528714147437846]","[96, 25.26366868621871]","[93, 25.150724104836403]","[919, 21.84905745162926]","[97, 20.21585114521896]","[95, 20.14188126085081]"
"[98, 37.43438568061837]","[9, 31.744622748860714]","[96, 31.43479574266154]","[97, 31.388022796813452]","[963, 29.1594688769502]","[95, 29.031908754619014]","[99, 27.220310797545537]","[969, 26.191523424900133]","[92, 25.4772959339424]","[91, 25.470207772836712]"
"[98, 37.621919014905444]","[9, 35.35764570050177]","[93, 32.98462649505295]","[96, 32.27473631632204]","[95, 30.3799973274161]","[919, 29.26287695619394]","[97, 28.713732484247068]","[924, 28.152621795567697]","[993, 26.519686243763257]","[963, 26.32098324695288]"
"[98, 65.18243220926118]","[96, 58.23111557290098]","[95, 54.11744423295376]","[97, 53.38975630134882]","[969, 50.771374271780424]","[99, 49.59142791747604]","[9, 49.27866376809011]","[91, 47.254867617766365]","[92, 46.9132836065234]","[959, 44.480488058987625]"
"[98, 27.06139436792307]","[9, 25.42714673322133]","[96, 24.72290899160285]","[93, 23.313982140921038]","[902, 22.327633232902606]","[919, 21.385972413089938]","[95, 21.09627699817069]","[937, 20.455693195390257]","[924, 19.325144197843212]","[993, 19.25571331221816]"
"[98, 44.32044864418917]","[97, 40.78312505162497]","[96, 40.67333413214777]","[9, 37.926767737220004]","[95, 37.061540254562985]","[963, 35.83221041421924]","[92, 35.78875635446277]","[969, 35.07879939316824]","[919, 34.842030042730514]","[99, 34.788812809908876]"
"[98, 43.76263194917982]","[924, 37.43870051875956]","[96, 37.351032160585625]","[93, 36.37205560179779]","[9, 36.21863611568343]","[919, 34.50907268940181]","[95, 32.689364569091204]","[928, 32.335286346475776]","[993, 31.569327232104683]","[97, 30.359288732872837]"
"[9, 34.461819779696754]","[93, 28.706606688934034]","[98, 26.191858544293478]","[919, 23.875523647795195]","[936, 22.523315392979164]","[96, 21.04155248790196]","[924, 18.673209444823318]","[95, 18.531412107208443]","[923, 17.83861467445337]","[963, 17.818056951557452]"
"[98, 44.503384192731716]","[93, 41.525069215666356]","[9, 40.28124742627083]","[96, 38.533662145811945]","[919, 38.47459574138154]","[924, 36.12696246848588]","[95, 33.50042162357213]","[993, 33.36605942388066]","[928, 33.13670067098236]","[97, 31.247245430030198]"
"[98, 28.3152719961056]","[9, 27.525515946216583]","[96, 25.23116068535734]","[92, 23.82841189736906]","[963, 22.81042537960194]","[97, 22.733999510260904]","[95, 22.53076414143132]","[91, 22.507185379851947]","[99, 22.0973402196983]","[919, 22.029121333886337]"
"[98, 28.6097226394086]","[96, 28.605849977427884]","[95, 26.275202726422062]","[97, 24.242617019401344]","[99, 24.18966877867065]","[91, 23.860842742952585]","[9, 22.468239479998605]","[919, 22.14148965998818]","[969, 22.10880032280162]","[92, 20.742267152354543]"
"[9, 25.99300382955929]","[98, 25.61934010501032]","[923, 24.748518592737163]","[971, 22.79492185218198]","[97, 21.79783078060969]","[921, 19.83091035317415]","[99, 19.06261130600859]","[96, 18.908301239213813]","[93, 18.862533967346096]","[919, 18.73321708491686]"
"[98, 61.77974423266688]","[96, 58.30398680179274]","[97, 51.84528666983905]","[95, 50.45536601277433]","[92, 48.35172209756778]","[9, 47.66170644907227]","[99, 44.10582104379498]","[91, 43.90248223882879]","[969, 43.14924729896796]","[919, 42.789051691616436]"
"[902, 36.80036314081086]","[937, 35.59344935979105]","[9, 35.518722208712695]","[900, 31.944859482255474]","[98, 31.534556241853803]","[96, 29.861004179968756]","[984, 27.036548744695132]","[93, 26.11134952578096]","[95, 24.587191052302664]","[988, 24.474194418787516]"
"[98, 62.5185378982736]","[96, 58.399438685211905]","[97, 55.82757928617862]","[95, 51.700231938323384]","[969, 48.78365934506588]","[91, 48.26175976324457]","[99, 48.24774882148046]","[9, 46.55288518303454]","[92, 43.46833492242071]","[959, 43.431803909427536]"
"[937, 32.149764214926755]","[9, 32.06360500356394]","[902, 31.845186999875143]","[98, 30.032299215482876]","[96, 27.3384759711609]","[900, 25.398265675077234]","[984, 24.58453438002298]","[93, 23.3186107285113]","[95, 23.185976377237555]","[988, 23.162960192133458]"
"[9, 41.92622722955887]","[98, 33.771157267791224]","[93, 33.64913794156113]","[924, 27.93047207138683]","[96, 27.10114814573262]","[919, 26.92470379141583]","[936, 25.244348859961686]","[97, 24.024452966964414]","[95, 23.557107839752312]","[928, 23.37362249202722]"
"[98, 40.24390332872711]","[9, 36.70060565395278]","[96, 35.29045067385198]","[97, 34.8549152551]","[99, 32.40213263801269]","[95, 31.595716110634267]","[963, 30.92275610758544]","[923, 30.163997322378425]","[969, 30.065810102769312]","[92, 29.817119786800554]"
"[98, 58.52922208228028]","[9, 55.39042850025781]","[96, 53.949731356583285]","[93, 51.82969442503578]","[97, 49.46822468094923]","[963, 47.35179089649129]","[95, 47.09171936979535]","[919, 46.89801792760508]","[92, 46.46643152832685]","[91, 45.63760579891269]"
"[98, 55.53354219988019]","[96, 51.902622630485425]","[97, 51.16543656157406]","[95, 49.48049714089483]","[9, 47.45883190681571]","[99, 45.68308608965988]","[969, 44.80218484056236]","[91, 42.90800596475031]","[924, 42.24846342046488]","[963, 41.88227735059988]"
"[9, 36.60694919339166]","[98, 31.234064698788373]","[93, 27.648097328507642]","[96, 24.66949729718675]","[97, 23.557217165866792]","[919, 22.954760273486354]","[936, 22.401729109992203]","[95, 22.050782393298576]","[924, 21.820075826629022]","[99, 20.907993319135173]"
"[98, 39.91289952713137]","[93, 37.54586810923762]","[9, 35.77454907871395]","[96, 34.26512573729801]","[924, 33.74609288096754]","[919, 33.740179712474266]","[928, 30.10653370414807]","[95, 29.993579370023355]","[926, 29.030910705939387]","[97, 27.727025067686295]"
"[98, 33.5927940606091]","[9, 29.97781833556745]","[93, 27.527072590737834]","[96, 27.498195167117725]","[993, 25.696336568418282]","[919, 24.888200337762086]","[924, 23.072988002836727]","[95, 22.876233883817466]","[902, 22.462557215678416]","[937, 21.70843079906735]"
"[98, 34.510537740030266]","[93, 31.44851735395656]","[9, 31.29812952746632]","[96, 30.02858429422785]","[924, 28.751982347953547]","[919, 27.5034933798627]","[993, 26.508591588467336]","[95, 26.106649758595765]","[928, 24.595258170396466]","[97, 23.633724176638705]"
"[902, 24.758124643229706]","[9, 24.70963203718285]","[98, 22.82586896042715]","[96, 21.932997084598465]","[900, 21.92109190508506]","[937, 21.9013424782645]","[97, 17.759398517896617]","[95, 17.74428354440886]","[93, 17.539076202633684]","[919, 17.37993117680897]"
"[98, 32.20250164948883]","[9, 28.201701787411725]","[96, 25.87842024721504]","[924, 25.402306300890185]","[93, 23.348699754632243]","[928, 22.916093572787577]","[95, 22.344984372975183]","[97, 22.07747092097026]","[934, 21.644993539178607]","[926, 21.467697907626324]"
"[96, 52.17131589829488]","[98, 49.160578496989686]","[95, 42.273580937871216]","[92, 41.05919774200629]","[97, 38.529377421962046]","[99, 37.66951459715025]","[91, 35.71033610514578]","[9, 34.92727305098619]","[94, 34.81954836788447]","[919, 32.93232327555214]"
"[98, 53.921525635037405]","[96, 50.12387068197307]","[9, 45.19473805361365]","[91, 45.15318426333533]","[969, 44.70153255094935]","[99, 44.475470623582446]","[97, 44.34175477624251]","[95, 42.319171922670094]","[963, 42.007405555345194]","[919, 40.62438469661263]"
"[98, 32.636291725029366]","[9, 28.479270022058564]","[924, 27.943381956198177]","[96, 27.735178571082773]","[93, 27.356008679613783]","[95, 26.28337381688531]","[993, 25.417820543774155]","[97, 23.31738411461835]","[926, 23.071808463050296]","[919, 22.82815000616296]"
"[98, 41.5687389980784]","[96, 40.03567183773597]","[97, 35.008531533120035]","[95, 32.61269079829061]","[99, 31.773803082951638]","[919, 31.2614273062198]","[9, 31.178951815159536]","[92, 31.065501452334278]","[969, 30.855724702427345]","[91, 30.124270850032534]"
"[98, 39.42806564695089]","[96, 26.443635267400307]","[919, 21.759060187891276]","[95, 21.573017383524395]","[97, 21.101588829129213]","[9, 20.96240486825164]","[93, 20.49829631732049]","[92, 20.432462044725582]","[91, 19.90212637448036]","[99, 19.764155492786703]"
"[98, 48.06160322949836]","[9, 43.23170303599404]","[97, 40.56057842529475]","[95, 40.27899636004073]","[96, 39.87619515003715]","[963, 37.49187568753588]","[93, 35.8392325860781]","[924, 35.548009174395176]","[99, 35.01273294890442]","[92, 34.39157545745188]"
"[98, 67.50514624345921]","[96, 63.590023993714176]","[97, 59.016295990730725]","[95, 55.94529920231859]","[9, 54.84021825137204]","[91, 51.82795665875628]","[969, 51.75237127690283]","[92, 51.47113055100903]","[919, 50.7082843561768]","[99, 50.39870340117911]"
"[98, 28.585369936292995]","[9, 28.33332475894701]","[97, 25.23075317516557]","[923, 24.578593696945077]","[99, 23.9466433047277]","[963, 23.24864442608127]","[96, 23.205580066903686]","[956, 22.148474807914127]","[95, 21.7964928435966]","[91, 21.51127447939356]"
"[98, 48.93834619403751]","[9, 47.73904415179577]","[97, 45.100685840915844]","[963, 42.15699174159984]","[99, 41.92590843752922]","[96, 41.7699897437383]","[92, 40.93397491386702]","[956, 38.954691469501]","[93, 38.551897153717746]","[95, 38.40555440178405]"
"[9, 22.162432385241438]","[93, 20.067323363254385]","[98, 20.043343989165265]","[96, 18.863517134539144]","[993, 17.938936708329972]","[919, 17.908013169204146]","[924, 17.86828813341294]","[95, 16.117480365112623]","[97, 15.519944113122477]","[902, 15.283143515738074]"
"[98, 45.42392504917922]","[97, 45.12617702497306]","[96, 41.67675387422151]","[9, 41.390894266551356]","[99, 39.127468558483066]","[969, 38.727649514783884]","[95, 37.77855788669222]","[963, 36.01947056906129]","[91, 35.515337200181484]","[92, 34.57418620371274]"
"[902, 32.91079450428205]","[900, 31.108063257359447]","[9, 26.512530425544174]","[937, 25.13712433810162]","[96, 23.689995065804094]","[98, 23.686507520855187]","[93, 20.860438144818172]","[919, 18.40031696371706]","[95, 18.322132267465058]","[995, 17.91128531984857]"
"[98, 30.655764387109482]","[9, 27.81952236476832]","[96, 26.265709332603794]","[95, 25.79862628141259]","[924, 25.046951005032305]","[93, 24.569979523050336]","[993, 23.796421229384332]","[97, 23.616576732479018]","[919, 23.132824290293122]","[926, 22.530006361514594]"
"[98, 27.42110926310676]","[9, 24.94508800755347]","[96, 24.375521855424083]","[97, 22.50598852610072]","[99, 21.54315060549304]","[95, 21.402133776459713]","[963, 21.230373329961754]","[919, 19.513502166512247]","[969, 19.414812579227515]","[92, 19.391546413539654]"
"[98, 36.94562265891629]","[9, 36.264702677178136]","[93, 34.56410733163791]","[924, 31.615098111346445]","[96, 31.21907410447742]","[928, 29.64869921751096]","[919, 28.434255379905668]","[95, 27.211849826224007]","[97, 25.805841604983392]","[926, 25.554159404957304]"
"[98, 43.16095334825146]","[9, 42.54974880495667]","[96, 37.389072000275256]","[99, 36.59337675390267]","[97, 36.42413676630568]","[963, 35.727494118845186]","[923, 35.661388104705985]","[956, 33.82859945482145]","[93, 33.37404011562764]","[91, 33.198023678635835]"
"[9, 35.47296187067138]","[902, 34.859424341114476]","[937, 31.83222084597251]","[98, 30.366696667310343]","[900, 29.83673333231191]","[96, 28.892488379266723]","[93, 23.417003405716805]","[95, 22.924703259288638]","[97, 22.771805922133478]","[984, 22.72333763505518]"
"[98, 38.69966090675629]","[96, 31.13053986532448]","[9, 28.710130074124173]","[919, 28.17636621992443]","[99, 27.7463169962317]","[97, 27.40939942330968]","[93, 25.9694105503491]","[91, 25.75808423006735]","[92, 25.369034112816433]","[95, 25.197029384048275]"
